StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,consent,sex,sex_3_TEXT,social support_1,social support_2,social support_3,social support_4,social support_5,social support_6,social support_7,social support_8,social support_9,social support_10,social support_11,social support_12,online SS_1,online SS_2,online SS_3,online SS_4,online SS_5,online SS_6,online SS_7,online SS_8,online SS_9,online SS_10,online SS_11,online SS_12,online SS_13,online SS_14,online SS_15,online SS_16,online SS_17,online SS_18,online SS_19,online SS_20,online SS_21,online SS_22,online SS_23,online SS_24,mental wellbeing_1,mental wellbeing_2,mental wellbeing_3,mental wellbeing_4,mental wellbeing_5,mental wellbeing_6,mental wellbeing_7,mental wellbeing_8,mental wellbeing_9,mental wellbeing_10,mental wellbeing_11,mental wellbeing_12,mental wellbeing_13,mental wellbeing_14,mental wellbeing_15,stress scale_1,stress scale_2,stress scale_3,stress scale_4,stress scale_5,stress scale_6,stress scale_7,stress scale_8,stress scale_9,stress scale_10,stress scale_11,stress scale_12,social desirability_1,social desirability_2,social desirability_3,social desirability_4,social desirability_5,social desirability_6
12/17/2020 5:39,12/17/2020 5:42,0,100,237,1,12/17/2020 5:42,anonymous,TR,1,2,,4,4,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4,3,5,5,5,5,5,5,5,5,5,3,2,4,5,4,4,3,4,4,3,4,3,4,1,3,4,3,2,4,4,1,5,5,4
12/17/2020 8:10,12/17/2020 8:13,0,100,172,1,12/17/2020 8:13,anonymous,TR,1,2,,5,5,3,2,5,5,5,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,2,4,3,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,3,4,3,4,4,5,4,3,5,1,1,1,5
12/17/2020 9:26,12/17/2020 9:32,0,100,312,1,12/17/2020 9:32,anonymous,TR,1,1,,3,4,2,2,3,3,3,2,3,3,1,4,2,3,4,3,4,3,3,3,4,4,3,4,3,4,3,3,4,4,3,4,4,4,4,4,2,3,2,3,3,4,3,2,3,3,2,4,2,3,3,4,4,4,4,4,3,2,3,3,3,4,3,2,2,3,4,2,2
12/17/2020 13:16,12/17/2020 13:21,0,100,306,1,12/17/2020 13:21,anonymous,TR,1,2,,3,3,5,4,3,4,4,3,4,2,4,4,3,3,4,4,3,3,4,4,3,4,3,3,3,4,3,2,4,4,2,2,3,3,3,3,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,3,2,2,3,4,3,3,2,4,3,3,3,2,3,4,1,4,4
12/17/2020 14:41,12/17/2020 14:45,0,100,260,1,12/17/2020 14:45,anonymous,TR,1,3,Non binary,4,3,4,4,3,3,4,3,4,3,4,4,3,3,2,2,3,2,2,1,3,2,1,2,1,4,2,3,2,2,2,3,4,2,2,2,4,4,2,4,2,4,3,5,4,3,5,5,2,3,3,4,2,3,4,4,3,5,2,5,4,3,3,1,1,2,1,2,3
12/18/2020 2:29,12/18/2020 2:35,0,100,321,1,12/18/2020 2:35,anonymous,TR,1,1,,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,2,1,2,1,2,1,1,1,4,1,1,1,1,1,1,1,1,2,3,4,4,3,3,4,4,4,4,3,3,4,5,4,4,3,3,3,3,4,5,3,4,2,4,4,4,3,4,4,2,4,3,4
12/18/2020 4:11,12/18/2020 4:19,0,100,470,1,12/18/2020 4:19,anonymous,TR,1,1,,4,4,4,3,5,3,5,4,5,3,4,4,4,3,3,4,3,3,4,3,3,3,4,3,3,4,3,3,3,2,2,3,2,2,2,3,2,2,2,4,4,3,5,2,3,3,3,4,4,5,3,5,3,2,4,3,3,3,2,3,3,5,5,3,3,4,4,3,4
12/18/2020 4:28,12/18/2020 4:32,0,100,273,1,12/18/2020 4:32,anonymous,TR,1,1,,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,4,4,4,2,2,2,2,1,2,2,1,2,3,2,2,4,2,1,2,3,3,4,4,3,3,3,4,3,2,2,2,4,2,1,1,4
12/18/2020 4:43,12/18/2020 4:49,0,100,359,1,12/18/2020 4:49,anonymous,TR,1,2,,2,2,2,2,3,2,5,1,5,2,1,5,4,4,4,4,4,4,4,4,3,4,4,5,3,4,5,4,4,4,2,4,4,5,5,5,5,4,2,2,4,2,2,2,4,3,1,1,1,5,2,5,5,3,2,3,3,5,3,5,5,2,5,2,2,2,2,1,1
12/18/2020 4:53,12/18/2020 4:56,0,100,205,1,12/18/2020 4:56,anonymous,TR,1,1,,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,2,3,2,1,2,1,4,3,3,3,3,3,3,3,3,1,1,3,4,3,4,2,3,3,2,3,3,3,4,4,4,4,3,3,4,4,3,3,4,3,3,3,3,3,2,3,2,3,2,3
12/18/2020 5:11,12/18/2020 5:38,0,100,1618,1,12/18/2020 5:38,anonymous,TR,1,2,,4,3,4,3,5,4,4,3,5,1,4,4,5,4,4,3,4,5,4,4,4,5,5,4,4,4,3,3,4,4,4,5,4,4,4,4,3,3,2,4,5,3,3,3,4,3,5,4,3,5,4,3,4,3,3,3,3,4,2,4,4,4,5,3,4,3,4,4,4
12/18/2020 5:42,12/18/2020 5:47,0,100,313,1,12/18/2020 5:47,anonymous,TR,1,1,,3,2,3,3,4,1,2,2,2,4,3,3,3,3,4,3,4,2,3,3,3,4,3,3,2,4,2,2,3,3,3,2,3,1,2,2,3,3,3,2,3,3,2,3,2,3,3,2,4,3,2,3,4,3,3,3,3,2,3,5,3,4,4,3,3,2,2,2,3
12/18/2020 5:43,12/18/2020 6:01,0,100,1094,1,12/18/2020 6:01,anonymous,TR,1,2,,4,4,4,2,3,2,3,4,3,2,4,2,4,4,4,4,3,4,4,4,4,3,2,5,3,1,4,2,2,3,2,3,3,4,2,2,5,4,3,4,2,5,4,3,2,1,4,5,4,3,3,3,1,3,3,5,1,3,1,5,5,4,3,5,4,4,3,3,4
12/18/2020 6:04,12/18/2020 6:10,0,100,339,1,12/18/2020 6:10,anonymous,TR,1,1,,1,5,2,1,4,5,4,1,5,3,1,5,4,4,4,3,3,3,4,3,5,2,2,2,2,4,1,1,1,1,3,3,4,1,5,2,2,3,2,3,1,3,2,3,1,3,3,4,3,2,1,3,4,3,5,4,3,3,2,5,3,2,3,4,2,2,3,4,3
12/18/2020 6:02,12/18/2020 6:10,0,100,464,1,12/18/2020 6:10,anonymous,TR,1,2,,3,4,5,4,3,3,4,3,4,3,4,4,4,4,3,4,3,4,4,3,4,5,5,5,4,4,3,3,4,4,3,3,4,4,4,4,2,4,2,4,4,3,4,3,4,4,3,4,3,3,3,3,4,4,4,3,3,3,4,3,2,4,4,1,4,2,2,3,3
12/18/2020 6:06,12/18/2020 6:14,0,100,453,1,12/18/2020 6:14,anonymous,TR,1,1,,4,5,3,3,4,5,5,2,5,3,2,5,4,3,4,4,4,4,4,3,3,2,3,4,2,4,3,4,3,3,2,2,2,2,3,2,1,3,2,3,3,3,4,3,3,3,3,3,3,4,3,5,3,4,4,3,3,2,4,2,3,5,5,2,3,1,3,1,1
12/18/2020 6:39,12/18/2020 6:47,0,100,454,1,12/18/2020 6:47,anonymous,TR,1,1,,4,4,4,3,4,5,5,4,5,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,1,1,1,2,2,1,1,1,1,3,2,4,4,3,2,3,3,4,4,3,3,3,3,4,4,4,3,2,3,2,3,2,3
12/18/2020 8:05,12/18/2020 8:15,0,100,602,1,12/18/2020 8:15,anonymous,TR,1,1,,2,3,4,4,3,3,3,3,4,4,4,4,3,3,2,1,1,3,2,1,2,2,2,1,1,4,2,2,2,2,1,1,1,2,2,1,1,3,1,2,2,3,3,3,2,3,3,4,2,3,2,4,3,4,4,4,3,3,2,3,3,4,3,3,3,3,2,4,4
12/18/2020 8:24,12/18/2020 8:31,0,100,467,1,12/18/2020 8:31,anonymous,TR,1,1,,4,3,5,3,4,4,4,3,3,3,4,4,3,3,1,3,3,2,2,2,2,3,3,1,2,4,3,2,1,3,2,2,2,3,1,1,3,2,2,3,4,2,2,2,2,3,2,3,3,3,2,4,5,3,4,2,3,3,4,3,2,4,4,1,3,1,4,4,2
12/11/2020 9:02,12/11/2020 9:47,0,69,2656,0,12/18/2020 9:47,anonymous,TR,1,2,,2,3,4,3,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,2,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,2,3,3,4,2,4,4,4
12/11/2020 22:17,12/11/2020 22:21,0,46,264,0,12/18/2020 22:21,anonymous,TR,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,5,3,3,2,2,2,3,3,3,2,3,3,3,4,3,2,4,3,3,2,5,3,2,2,4,5,3,2,2,3
12/12/2020 2:45,12/12/2020 2:46,0,38,69,0,12/19/2020 2:47,anonymous,TR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,4,4,4,4,4,3,3,3,3,3,3,4,,,,,,
12/19/2020 2:45,12/19/2020 3:12,0,100,1624,1,12/19/2020 3:12,anonymous,TR,1,1,,3,2,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,4,4,2,3,2,3,2,2,3,3,2,3,3,3,3,2,2,4,4,4,4,2,3,3,4,2,3,4,4,3,3,2,2,2,3
12/19/2020 6:42,12/19/2020 6:49,0,100,465,1,12/19/2020 6:49,anonymous,TR,1,1,,3,4,3,2,3,4,4,2,4,4,2,4,4,4,4,4,4,3,3,3,3,3,2,3,3,4,2,3,2,1,1,1,2,1,1,1,2,2,2,3,1,3,3,4,3,3,3,3,3,3,2,3,4,3,4,2,3,4,4,3,2,3,4,3,4,2,3,4,4
12/19/2020 7:54,12/19/2020 8:01,0,100,422,1,12/19/2020 8:01,anonymous,TR,1,2,,4,4,5,3,5,3,4,3,4,4,3,5,3,3,4,3,4,3,3,3,5,2,3,4,3,4,3,3,5,4,4,3,3,4,4,4,5,5,4,5,5,5,5,5,5,3,5,5,4,5,5,4,3,2,3,5,3,5,3,5,5,2,3,4,3,4,4,4,5
12/12/2020 15:24,12/12/2020 15:28,0,54,208,0,12/19/2020 15:29,anonymous,TR,1,2,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,3,4,2,1,2,4,1,2,4,2,2,1,2,4,2,2,4,3,2,5,4,3,5,4,5,3,4,4,5,5,4,3,3,4,2,4,3,4,2,4,4,3,2,3,5,2,4,1,4
12/20/2020 1:40,12/20/2020 1:45,0,100,298,1,12/20/2020 1:45,anonymous,TR,1,1,,5,4,5,5,4,4,4,5,4,5,5,5,3,4,4,5,5,4,4,3,3,4,3,4,3,4,2,3,2,3,2,2,3,3,2,2,5,4,3,4,2,5,4,4,4,3,4,5,5,5,5,3,3,4,5,4,3,4,2,4,5,3,2,2,3,2,3,2,3
12/20/2020 3:42,12/20/2020 3:48,0,100,345,1,12/20/2020 3:48,anonymous,TR,1,1,,4,4,5,5,5,5,5,5,5,5,5,5,3,3,4,3,4,4,3,3,4,4,2,4,3,4,4,2,4,3,4,4,3,4,4,2,4,3,3,5,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,5,1,2,1,2,1,1
12/20/2020 7:22,12/20/2020 7:26,0,100,233,1,12/20/2020 7:26,anonymous,TR,1,1,,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,2,2,3,4,3,4,4,4,4,2,3,2,4,2,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,4,3,4,2,4,4,3,3,2,3,3,2
12/18/2020 7:06,12/20/2020 9:26,0,100,181186,1,12/20/2020 9:26,anonymous,TR,1,1,,5,4,5,5,5,4,4,5,4,5,5,4,4,4,4,4,4,4,4,3,4,3,4,4,2,4,3,3,4,3,4,3,4,2,2,2,4,4,1,4,5,4,2,4,4,3,3,5,5,5,2,3,4,3,5,4,3,3,3,4,3,4,4,1,4,4,1,1,5
12/20/2020 7:56,12/20/2020 9:34,0,100,5883,1,12/20/2020 9:34,anonymous,TR,1,1,,4,3,4,4,3,4,3,4,3,2,4,3,3,4,2,4,3,4,3,4,4,3,2,4,2,4,2,3,2,1,1,3,4,4,3,3,4,4,3,3,3,4,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,3,4,4,2,3,4,2,3,4,3
12/20/2020 13:27,12/20/2020 13:34,0,100,413,1,12/20/2020 13:34,anonymous,TR,1,2,,3,4,4,4,3,4,4,5,4,2,3,4,2,2,2,3,3,2,3,2,4,4,4,4,4,4,3,2,2,3,2,3,2,2,1,1,4,3,2,1,2,3,4,2,2,3,4,4,2,2,2,2,3,3,4,3,3,3,3,4,4,2,4,3,4,3,4,2,2
12/20/2020 15:28,12/20/2020 15:32,0,100,287,1,12/20/2020 15:32,anonymous,TR,1,2,,4,4,4,3,4,3,3,2,3,4,2,2,3,3,2,3,3,3,3,3,3,4,4,3,2,4,3,2,3,1,1,1,2,3,3,3,2,3,2,3,2,3,3,3,2,3,3,3,4,4,2,3,3,3,3,4,3,4,3,4,4,3,3,2,3,4,4,2,4
12/20/2020 17:18,12/20/2020 17:25,0,100,393,1,12/20/2020 17:25,anonymous,TR,1,1,,4,4,4,3,4,5,4,3,4,4,4,4,1,1,2,1,2,1,1,1,2,2,2,2,1,4,2,1,3,3,3,3,3,3,4,4,1,3,1,1,2,2,4,3,2,3,3,3,2,1,2,4,5,5,5,3,3,2,4,4,3,4,4,3,2,1,2,4,3
12/20/2020 23:00,12/20/2020 23:09,0,100,586,1,12/20/2020 23:09,anonymous,TR,1,2,,3,3,4,3,4,5,4,2,4,4,3,4,3,3,4,4,5,2,3,2,3,2,1,3,3,4,3,3,3,3,4,4,4,2,3,3,4,5,1,3,4,5,5,1,1,3,5,5,3,4,1,2,3,5,5,5,3,4,2,3,5,4,4,3,2,2,1,1,1
12/21/2020 1:16,12/21/2020 1:22,0,100,377,1,12/21/2020 1:22,anonymous,TR,1,1,,4,4,4,4,5,2,2,4,2,4,5,2,1,1,2,4,4,1,2,1,1,2,1,1,1,4,3,1,3,4,2,1,3,2,1,4,3,4,2,4,3,3,4,4,2,3,3,4,4,3,3,3,3,3,4,4,3,4,3,3,4,4,3,3,4,2,1,4,4
12/21/2020 3:04,12/21/2020 3:10,0,100,353,1,12/21/2020 3:10,anonymous,TR,1,1,,4,4,5,5,4,5,5,5,5,2,5,5,3,3,2,4,4,4,3,2,3,2,3,3,2,4,2,1,3,3,4,3,4,2,1,1,3,3,2,4,2,3,3,3,2,3,3,2,3,1,2,4,4,4,5,3,3,4,3,4,4,5,5,2,4,2,3,1,4
12/21/2020 10:33,12/21/2020 10:37,0,100,247,1,12/21/2020 10:37,anonymous,TR,1,1,,1,2,3,3,1,1,1,2,2,1,4,2,1,1,1,3,1,1,3,3,4,3,3,5,4,4,2,4,5,4,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,5,4,5,1,3,1,5,3,1,2,5,1,1,1,1,1,2
12/21/2020 11:02,12/21/2020 11:11,0,100,548,1,12/21/2020 11:11,anonymous,TR,1,1,,5,5,4,2,5,4,4,2,4,5,3,4,3,3,3,4,4,3,4,4,3,3,2,3,3,4,4,4,4,4,3,4,3,2,3,2,5,4,4,4,4,5,5,5,4,3,4,4,5,4,4,2,2,3,3,5,3,3,2,5,5,3,3,2,2,3,2,2,4
12/21/2020 12:26,12/21/2020 12:39,0,100,792,1,12/21/2020 12:39,anonymous,TR,1,3,Non binary,4,4,3,2,3,4,2,2,4,5,3,4,4,4,3,4,4,4,4,4,4,5,4,3,2,4,3,3,3,3,2,4,3,2,4,2,3,3,2,4,2,3,3,3,3,3,4,3,4,2,2,3,3,3,3,4,3,3,2,4,5,3,3,3,3,3,4,2,4
12/21/2020 16:21,12/21/2020 16:26,0,100,323,1,12/21/2020 16:26,anonymous,TR,1,1,,3,3,3,2,3,3,2,1,4,3,2,2,5,4,4,5,5,5,4,3,3,4,4,4,1,4,2,2,2,3,1,2,2,2,2,3,3,3,2,4,2,4,4,4,3,3,3,4,3,5,3,3,3,4,5,4,3,3,2,3,4,4,4,3,2,2,2,2,4
12/21/2020 23:39,12/21/2020 23:41,0,100,116,1,12/21/2020 23:41,anonymous,TR,1,1,,3,2,3,5,1,2,3,2,2,3,5,3,2,3,2,4,3,5,3,2,3,4,2,2,5,2,4,5,3,2,3,4,3,2,3,4,2,4,3,4,3,2,1,3,3,4,3,1,4,3,4,2,3,4,4,3,2,3,3,4,2,2,3,3,3,2,2,5,5
12/22/2020 0:56,12/22/2020 1:04,0,100,489,1,12/22/2020 1:04,anonymous,TR,1,2,,2,3,1,1,4,4,4,1,4,3,1,3,4,3,3,3,2,3,3,3,3,1,2,3,2,4,3,2,2,2,3,3,3,4,4,3,1,1,1,2,1,3,3,1,1,3,2,3,2,2,1,3,4,5,4,3,3,3,2,3,2,3,2,1,2,3,3,2,3
12/22/2020 1:32,12/22/2020 1:36,0,100,259,1,12/22/2020 1:36,anonymous,TR,1,1,,5,5,4,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,2,4,3,4,4,4,4,4,4,3,4,4,5,4,4,4,4,3,4,5,3,4,3,4,3,3,3,3,4,1,4,4,4
12/22/2020 2:47,12/22/2020 2:55,0,100,476,1,12/22/2020 2:55,anonymous,TR,1,2,,3,3,4,4,4,4,4,4,4,4,5,4,3,4,3,4,4,4,4,4,3,4,5,3,4,4,3,3,4,4,4,3,4,5,5,5,4,4,3,2,5,4,5,4,4,3,4,5,4,5,4,3,2,3,3,4,3,4,2,3,4,3,3,4,3,2,2,3,5
12/22/2020 4:02,12/22/2020 4:08,0,100,400,1,12/22/2020 4:08,anonymous,TR,1,1,,2,3,4,4,3,3,4,3,4,3,4,5,3,4,3,4,4,5,4,4,4,5,4,4,2,4,4,4,4,4,3,3,4,4,4,4,5,5,4,5,5,4,4,5,3,3,4,4,4,5,3,3,2,4,3,4,3,4,1,4,4,3,3,2,2,2,2,2,2
12/22/2020 4:51,12/22/2020 4:59,0,100,482,1,12/22/2020 4:59,anonymous,TR,1,1,,3,4,5,3,3,4,5,3,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,4,3,2,3,2,2,2,2,3,3,3,1,1,1,3,1,1,1,1,2,3,2,3,4,1,1,3,5,5,5,3,3,4,5,4,3,4,5,1,4,2,4,3,4
12/22/2020 5:24,12/22/2020 5:30,0,100,347,1,12/22/2020 5:30,anonymous,TR,1,1,,4,4,5,4,4,4,4,3,4,4,5,4,2,3,2,3,3,2,2,3,3,3,1,3,2,4,3,3,3,3,3,4,3,2,2,2,2,1,2,3,1,2,1,1,2,3,2,3,3,2,1,5,5,5,5,2,3,1,5,3,1,5,4,2,2,2,2,2,3
12/22/2020 6:10,12/22/2020 6:23,0,100,781,1,12/22/2020 6:23,anonymous,TR,1,2,,1,2,3,1,2,2,1,1,3,1,3,2,2,2,2,3,3,3,3,2,2,1,1,3,1,4,3,1,2,2,1,3,3,1,1,1,3,4,2,4,1,4,4,3,2,3,4,4,1,4,2,3,4,5,3,3,3,3,3,3,3,4,4,1,3,3,1,3,5
12/22/2020 6:28,12/22/2020 6:33,0,100,316,1,12/22/2020 6:33,anonymous,TR,1,2,,3,4,4,3,3,3,3,2,4,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,2,4,2,3,3,3,3,2,3,3,2,3,2,3,2,2,4,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,4,3,3,2,4,4,3,2,2,2,2,2
12/22/2020 6:47,12/22/2020 6:55,0,100,532,1,12/22/2020 6:55,anonymous,TR,1,2,,4,2,5,1,5,5,5,2,2,5,5,2,1,1,5,5,5,5,5,5,1,5,1,1,3,4,2,2,4,3,1,4,1,3,1,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,2,3,3,2,3,3,5,5,5,5,5,3,5,5,3,1,1
12/22/2020 7:08,12/22/2020 7:13,0,100,302,1,12/22/2020 7:13,anonymous,TR,1,1,,2,3,4,2,4,3,3,2,3,4,4,3,3,3,4,4,4,3,3,4,3,2,2,4,2,4,3,3,2,2,1,2,2,4,2,3,1,2,1,2,3,4,3,1,1,4,2,4,2,1,1,4,4,5,5,3,3,2,4,3,4,1,3,3,4,2,2,2,3
12/22/2020 8:07,12/22/2020 8:15,0,100,484,1,12/22/2020 8:15,anonymous,TR,1,1,,4,4,5,5,4,5,5,5,4,4,5,5,3,3,3,3,3,4,4,3,3,2,2,1,1,4,2,1,1,2,2,2,2,2,1,1,1,3,1,3,4,4,4,4,3,3,3,4,5,4,3,3,4,4,5,4,3,3,3,4,3,5,4,2,3,3,4,4,2
12/22/2020 8:11,12/22/2020 8:18,0,100,475,1,12/22/2020 8:18,anonymous,TR,1,1,,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,3,1,4,3,2,2,2,1,2,3,2,2,2,3,3,2,4,3,4,4,3,2,3,3,5,2,4,3,3,3,3,4,3,3,2,3,3,3,3,4,3,3,3,4,4,5
12/22/2020 8:53,12/22/2020 9:01,0,100,476,1,12/22/2020 9:01,anonymous,TR,1,1,,5,4,5,5,4,2,2,4,3,4,4,4,4,4,3,5,5,5,4,3,5,5,5,5,3,4,5,4,4,4,1,4,3,4,5,3,1,4,1,4,3,3,5,4,4,3,4,4,4,4,2,4,3,5,5,4,3,3,3,4,4,5,4,1,2,5,2,3,3
12/22/2020 10:03,12/22/2020 10:11,0,100,472,1,12/22/2020 10:11,anonymous,TR,1,1,,3,2,5,4,4,3,4,5,3,3,5,3,2,2,3,3,3,2,2,2,1,1,3,3,1,4,2,2,3,2,1,2,2,3,3,3,3,3,3,4,4,3,4,2,2,3,4,4,3,4,2,3,3,4,4,3,3,3,2,3,4,4,4,3,4,1,3,3,4
12/22/2020 14:42,12/22/2020 14:47,0,100,323,1,12/22/2020 14:47,anonymous,TR,1,1,,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,3,3,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,2,3,1,4,3,3,4,3,3,3,3,3,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,2,3,2,2,3,3
12/22/2020 14:54,12/22/2020 14:55,0,100,101,1,12/22/2020 14:55,anonymous,TR,1,2,,2,3,4,3,4,2,5,4,2,2,3,1,2,3,3,4,4,3,3,3,2,3,3,2,2,3,3,2,2,3,3,4,3,3,2,3,3,5,4,3,3,1,2,2,4,4,5,5,3,3,3,2,3,3,2,2,3,1,4,5,1,4,3,5,3,3,4,3,2
12/22/2020 23:19,12/22/2020 23:25,0,100,407,1,12/22/2020 23:25,anonymous,TR,1,2,,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,4,3,4,4,3,5,5,5,5,4,1,3,3,3,4,3,4,2,4,4,4,3,1,5,3,1,2,4
12/23/2020 5:01,12/23/2020 5:09,0,100,491,1,12/23/2020 5:09,anonymous,TR,1,1,,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,5,4,3,3,4,3,1,1,1,1,1,1,1,3,1,4,5,3,5,5,4,5,4,4,4,5,5,4,5,4,4,3,3,3,5,3,4,1,4,5,3,3,4,5,3,4,5,5
